355041	Happy birthday, Muiriel!
1173625*	I hate politics.
258943*	I'll be visiting Japan again in a few years.
944962*	I'm good at mathematics.
5583081*	I don't swim well.
258889*	I am not accustomed to speaking in public.
258884*	I'm not used to making speeches in public.
258873	I don't agree with violation of human rights.
258859*	I'm against people driving big cars.
258855*	I saw a stranger standing at the door.
258848*	I believe in God.
258833*	I didn't know about it until I read the paper.
1202227*	I put an advertisement in the newspaper saying my house was for sale.
258829	I put an advertisement for the new publications in the newspaper.
258828	I advertised my house in the newspaper.
258819*	I am going to buy a new car.
258818*	I'm saving up to buy a new car.
258816*	I am really pleased with my new car.
258808	I am engaged in a new business.
1318679*	I think I'll buy a new car.
258803*	I argued with him about the new plan.
258770*	I overslept and was not able to catch the bus.
258764*	I make it a rule to brush my teeth before I go to bed.
2315255*	I don't feel much like eating.
258737	I accept the proposal with reservations.
258704*	I addressed the envelope containing the invitation.
258703*	I go to any party I am invited to.
1464860*	I'm a little bit tired.
39956*	I have a slight fever.
1911956*	I'm a bit tipsy.
258664*	I can speak English a little.
433614*	I don't have any money.
252277*	I saw a young boy crossing the street by himself.
258624*	I would like to be a pilot in the future.
1343498*	I'm going to work during the spring vacation.
258555*	I was unable to finish my homework.
258544*	I fell asleep while I was doing my homework.
258541*	I'm busy with my homework.
2764188*	I'm busy doing homework.
258539*	I don't like homework.
253235*	I have just been to the station to see my uncle off.
253235*	I have just been to the station to see my uncle off.
258523*	I am sixteen years old.
258522*	I accepted the offer after due consideration.
1394784*	I have a lot of work to clear up by the weekend.
258512*	I have a lot of work to finish up before the end of the week.
63072*	I was just in time for the last train.
258491	I am looking forward very much to the school excursion.
258483	I will devote myself to studying for the entrance exams.
258473	The spirits muddled my brain.
258470*	I bought him a drink in return for his help.
258469*	Will you please help me?
258458*	I'm writing a letter.
1764900*	I'm a housewife.
258439	I don't agree to a young lady going there alone.
258425*	I did smoke when I was young.
505158*	I can drive a car.
258390*	I prefer walking to riding.
258389	I go to the office by car, and I try to leave home as early as I can so that I can avoid the traffic jams.
258371*	I raised my hand to ask a question.
258365	I accounted for the failure.
252622*	I got home at seven.
258342*	I have a lot of money at my disposal.
258329*	I couldn't believe my eyes.
258324*	I found my name written on the blackboard.
258302*	I remember the house where I grew up.
258232*	I don't know the exact place I was born.
258296	I thought over my future.
258294	I compared my car with his.
258278*	I admit my mistake.
258274	I accommodated my plan to those new circumstances.
38907*	I was at a loss for words.
258265*	I acknowledge my mistake.
258252*	I'm interested in creating my own web pages.
258239	I'm learning to sew so that I can make myself a dress.
258232*	I don't know the exact place I was born.
258222	I am proud of being a doctor.
258199*	I'm used to cooking for myself.
258177*	I don't know what to do next.
1167577*	I asked my teacher what I should do next.
258174	I am forever in trouble.
258138*	I bought a watch and I lost it the next day.
258137*	I bought a watch.
258135*	I had my watch stolen.
258126*	I am going to have my watch repaired by John.
258124	I advanced the hands on the clock.
258103	I made the fact known to all my friends.
258094*	I turned over the business to my son.
258076*	I failed the exam.
258029*	I am the tallest in our class.
2792348*	I borrow books from the city library.
257998	I have been acquainted with the mayor for more than twenty years.
257959*	I don't like being treated like a child.
487921*	Even when I was a child, I was able to swim well.
487903*	I was able to swim well when I was a child.
257974*	I have known Tom since I was a little boy.
257971*	As a boy, I used to go fishing.
4397642*	I have no kids.
257957*	I couldn't eat fish when I was a child.
257954	I have more dresses than my sister.
257943*	I had wanted to catch the first train.
534213*	I took the elevator to the fourth floor.
257907*	I'm serious about my job.
257906*	I'm satisfied with my work.
2226567	I was tired from the work.
257891*	I was told to wait for a while.
257883*	I got my hair cut.
257880*	I like climbing mountains.
252257*	I am thinking of going to the mountains.
257875*	I didn't need to take an umbrella with me.
2359929*	I've lost my umbrella.
257862	I have been taking ballet lessons since I was three and hope to be a ballerina.
257844*	I'd rather have gone to the concert last night.
257839*	I enjoyed watching soccer last night.
257835	I sat up till late last night.
257822*	I seem to have misplaced my key last night.
1059888	私は去年退職しました。
257813*	I cooked supper last night.
257812*	I went to see the baseball game yesterday.
257805*	I had a strange dream last night.
257790*	I caught a big fish yesterday.
257785*	I met him yesterday for the first time.
257782*	I had my bicycle fixed yesterday.
257775*	I had to work overtime yesterday.
257772	Yesterday I was caught in a shower on my way home from walking in the park.
526421*	I had a fight with my older brother yesterday.
257763*	I caught five fish yesterday.
257753*	I was in bed all day long yesterday.
257746*	I caught a cold and was in bed yesterday.
257701*	I aim to be a writer.
257698*	I left my purse behind.
257692	I know Mr. Saito by sight, but I haven't met him yet.
257693*	I confessed my sin.
257695*	I seem to have lost my purse.
257686*	I could not accept that my wife was really dead.
257663*	I haven't seen him lately.
257652*	I am the fastest runner.
257644*	I was embarrassed.
257636	I am due to speak tonight.
257635*	I am supposed to babysit the children tonight.
257628*	I'm now busy writing a book.
241566*	I'm busy now.
257623*	I have a cold now.
257619*	I can't think of his name just now.
257613*	I am going to watch TV this evening.
257605*	I have been abroad several times this year.
257602*	I get only five days off this summer.
257600*	I have to cook dinner today.
257593*	I'm very busy today.
242759*	I have a great deal to do today.
1343499*	I'm going to study English this afternoon.
257581*	I'm going to see Mary this afternoon.
1343500*	I'm taking my son to the zoo this afternoon.
257565	I'll abstain from going out today.
1086015	私は今朝成田空港に着いた。
242178*	I got up at seven this morning.
257538*	I got to the station this morning.
257532*	I got up very late this morning.
257514*	I think I will take a vacation this week.
257501*	I'm at the airport now.
257627*	I'm not busy now.
1257321*	What should I do now?
257474*	I have been studying English for three years.
257457*	I still think about her from time to time.
257449*	I am not now in a position to help you.
4356591*	I'm in the tenth grade.
2780649*	I'm in the eleventh grade.
257424*	I fell asleep in the middle of the lecture.
257416*	I am afraid to go.
2926787	I'd like to drink a cup of tea.
257398*	I do not like tea, so I generally drink coffee for breakfast.
257396*	I don't mind.
257393*	I took on the job of proofreading.
1872056*	I'm happy.
1872056*	I'm happy.
257359*	I am not accustomed to making speeches in public.
257358*	I like going for a walk in the park.
257346	I am no better than a beggar.
257340*	I'll join you later.
257332*	I'm on duty from 9:00 a.m. to 5:00 p.m.
257331*	I'm going to leave about ten in the morning.
257312*	I put a new handle to the door.
